Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPPVT968,2,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5000,3.23,23.1,1,Not eqipped,PGMX10075947,MFR,No,,,,,31,Federal fuel 3-day exhaust,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0544200,0.5809600,421.6290000,0.0217500,,0.0449600,0.0009200,14.9,MPG,,,,,-1.3110000,-1.1310000,-0.6580000,31.860,0.01310,0.03994,3.050,-1.06600,0.04604,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPPVT968,2,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5000,3.23,23.1,1,Not eqipped,PGMX10075949,MFR,No,,,,,90,US06,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),US06,0.0243300,0.2979300,442.2120000,0.0116700,,0.0196200,,14.2,MPG,9.3000000,16.7000000,,,-2.6660000,-1.6510000,-1.1460000,31.860,0.01310,0.03994,3.050,-1.06600,0.04604,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPPVT968,2,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5000,3.23,23.1,1,Not eqipped,PGMX10075950,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0356610,0.5108100,434.5990000,0.0285750,,0.0211840,0.0014500,20.5,MPG,19.9000000,19.7000000,22.6000000,,0.3208290,0.2385820,0.5725140,31.860,0.01310,0.03994,3.050,-1.06600,0.04604,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPPVT968,2,5.300,PGMXT05.3387,Truck,355,8,50,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5000,3.23,23.1,1,Not eqipped,PGMX10076081,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0076600,0.1083100,254.8380000,0.0000800,,0.0072200,,24.7,MPG,,,,,0.4770000,0.3660000,-0.3110000,31.860,0.01310,0.03994,3.050,-1.06600,0.04604,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX10080531,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0246890,0.6130840,528.0320000,0.0033850,,0.0189500,,16.9,MPG,,,,,-1.9706200,-1.9436700,-0.3037410,30.140,0.00740,0.03857,-6.620,-0.63950,0.04024,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX10080532,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.3107060,2.6308500,482.0920000,0.0248770,,0.0516000,,18.1,MPG,14.3000000,18.3000000,21.9000000,,-1.4258500,-0.8775640,-0.6230220,33.150,0.00810,0.04243,-14.660,-1.26780,0.04731,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX10081717,MFR,Yes,RGMX10080531,17.7,5500,21.7,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0246890,0.6130840,541.9000000,0.0033850,,0.0189500,,16.4,MPG,,,,,-1.9706200,-1.9436700,-0.3037410,30.140,0.00740,0.03857,-6.620,-0.63950,0.04024,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX10081718,MFR,Yes,RGMX10080532,17.7,5500,21.7,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.3107060,2.6308500,504.9000000,0.0248770,,0.0516000,,17.6,MPG,13.9000000,17.7000000,21.2000000,,-1.4258500,-0.8775640,-0.6230220,33.150,0.00810,0.04243,-14.660,-1.26780,0.04731,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX10081719,MFR,Yes,RGMX91005451,17.7,5500,21.7,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0108690,0.1411699,286.7000000,0.0022429,,0.0077909,0.0017123,31.0,MPG,,,,,9.3763790,7.4527678,0.1495076,30.140,0.00740,0.03857,-6.620,-0.63950,0.04024,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX10081720,MFR,Yes,RGMX91005494,17.7,5500,21.7,90,US06,61,Tier 2 Cert Gasoline,US06,0.0220327,0.6030169,480.4000000,0.0244834,,0.0113206,,18.5,MPG,12.4000000,21.4000000,,,-0.2602032,-0.1016538,-0.7837580,30.140,0.00740,0.03857,-6.620,-0.63950,0.04024,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX10081721,MFR,Yes,RGMX91005518,17.7,5500,21.7,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0216996,0.4508455,435.6000000,0.0033994,,0.0122361,0.0005573,20.4,MPG,18.7000000,20.2000000,22.0000000,,2.9264152,1.6819491,1.1069399,30.140,0.00740,0.03857,-6.620,-0.63950,0.04024,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX91005451,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0108690,0.1411699,279.9904480,0.0022429,,0.0077909,0.0017123,31.8,MPG,,,,,9.3763790,7.4527678,0.1495076,30.140,0.00740,0.03857,-6.620,-0.63950,0.04024,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX91005494,EPA,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0220327,0.6030169,467.8417664,0.0244834,,0.0113206,0.0045984,19.0,MPG,12.8517675,22.0250072,,,-0.2602032,-0.1016538,-0.7837580,30.140,0.00740,0.03857,-6.620,-0.63950,0.04024,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT260,0,5.300,RGMXT05.3330,Truck,355,8,10,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5250,3.23,22.7,1,Not eqipped,RGMX91005518,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0216996,0.4508455,424.4442444,0.0033994,,0.0122361,0.0005573,21.0,MPG,19.2826061,20.8170280,22.7504959,,2.9264152,1.6819491,1.1069399,30.140,0.00740,0.03857,-6.620,-0.63950,0.04024,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10080513,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0183090,0.4101050,432.3920000,0.0060770,,0.0124340,0.0005610,20.6,MPG,19.4000000,20.3000000,22.3000000,,-1.6887600,-0.8090960,-0.3087180,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10080516,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0269900,0.2795080,542.5300000,0.0015180,,0.0184230,,16.4,MPG,,,,,-1.3927600,-1.5092200,-0.7532660,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10080517,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.3405160,2.4647500,477.4880000,0.0212050,,0.0529990,,18.3,MPG,14.3000000,18.7000000,21.9000000,,-0.3030610,-0.5783240,-0.5613420,37.640,0.02560,0.04287,-28.260,-0.87770,0.04482,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10081777,MFR,Yes,RGMX10080516,19.1,5500,23.1,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0269900,0.2795080,552.0000000,0.0015180,,0.0184230,,16.1,MPG,,,,,-1.3927600,-1.5092200,-0.7532660,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10081778,MFR,Yes,RGMX10080517,19.1,5500,23.1,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.3405160,2.4647500,493.7000000,0.0212050,,0.0529990,,18.0,MPG,14.1000000,18.4000000,21.5000000,,-0.3030610,-0.5783240,-0.5613420,37.640,0.02560,0.04287,-28.260,-0.87770,0.04482,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10081779,MFR,Yes,RGMX91005513,19.1,5500,23.1,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0067067,0.0645108,279.5000000,0.0004144,,0.0056436,0.0012170,31.8,MPG,,,,,3.1732891,2.3225207,0.0172700,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10081780,MFR,Yes,RGMX91005517,19.1,5500,23.1,90,US06,61,Tier 2 Cert Gasoline,US06,0.0194512,0.3320691,470.2000000,0.0192176,,0.0094805,,19.0,MPG,12.4000000,22.5000000,,,-3.1064701,-1.8925903,-1.7012169,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10081781,MFR,Yes,RGMX91005540,19.1,5500,23.1,90,US06,61,Tier 2 Cert Gasoline,US06,0.0230819,0.3557585,470.2000000,0.0187158,,0.0115583,,19.0,MPG,12.6000000,22.1000000,,,-2.2359760,-1.8725002,-2.1140702,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10081782,MFR,Yes,RGMX91005548,19.1,5500,23.1,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0063649,0.0401099,283.0000000,0.0006220,,0.0052211,0.0012944,31.4,MPG,,,,,5.7833333,4.4457521,-0.1845040,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX10081793,MFR,Yes,RGMX91005514,19.1,5500,23.1,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0243261,0.5211420,448.8000000,0.0034196,,0.0145424,0.0005429,19.8,MPG,18.5000000,19.3000000,21.7000000,,2.4883473,1.4453933,1.5696754,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX91005513,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0067067,0.0645108,269.6195984,0.0004144,,0.0056436,0.0012170,33.0,MPG,,,,,3.1732891,2.3225207,0.0172700,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX91005517,EPA,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0194512,0.3320691,452.9814148,0.0192176,,0.0094805,0.0042451,19.6,MPG,12.6242332,23.3440857,,,-3.1064701,-1.8925903,-1.7012169,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX91005540,EPA,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0230819,0.3557585,455.1859741,0.0187158,,0.0115583,0.0049561,19.6,MPG,12.8423700,22.9426804,,,-2.2359760,-1.8725002,-2.1140702,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 2WD,53KPRVT288,1,5.300,RGMXT05.3330,Truck,355,8,11,A,Automatic,10,Y,4,4-Wheel Drive,2,Top gear ratio < 1,5500,3.23,23.1,1,Not eqipped,RGMX91005548,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0063649,0.0401099,272.8862610,0.0006220,,0.0052211,0.0012944,32.6,MPG,,,,,5.7833333,4.4457521,-0.1845040,34.220,0.02330,0.03897,-6.420,-0.66770,0.04129,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081657,MFR,Yes,PGMX10076087,18.2,6000,25.1,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0070680,0.3539370,417.2000000,0.0485610,0,0.0023560,,24.4,MPG,15.8000000,28.8000000,,,-7.9626900,-4.1416700,-1.6607600,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,DPF,Diesel Particulate Filter,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081657,MFR,Yes,PGMX10076087,18.2,6000,25.1,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0070680,0.3539370,417.2000000,0.0485610,0,0.0023560,,24.4,MPG,15.8000000,28.8000000,,,-7.9626900,-4.1416700,-1.6607600,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081657,MFR,Yes,PGMX10076087,18.2,6000,25.1,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0070680,0.3539370,417.2000000,0.0485610,0,0.0023560,,24.4,MPG,15.8000000,28.8000000,,,-7.9626900,-4.1416700,-1.6607600,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,OC,Oxidation catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081658,MFR,Yes,PGMX91005155,18.2,6000,25.1,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0249447,0.0629084,355.9000000,0.0164240,0.0000172,0.0137427,0.0430107,28.6,MPG,25.0000000,29.6000000,29.8000000,,0.2522426,0.3330908,0.0154019,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081658,MFR,Yes,PGMX91005155,18.2,6000,25.1,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0249447,0.0629084,355.9000000,0.0164240,0.0000172,0.0137427,0.0430107,28.6,MPG,25.0000000,29.6000000,29.8000000,,0.2522426,0.3330908,0.0154019,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,DPF,Diesel Particulate Filter,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081658,MFR,Yes,PGMX91005155,18.2,6000,25.1,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0249447,0.0629084,355.9000000,0.0164240,0.0000172,0.0137427,0.0430107,28.6,MPG,25.0000000,29.6000000,29.8000000,,0.2522426,0.3330908,0.0154019,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,OC,Oxidation catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081659,MFR,Yes,PGMX91005157,18.2,6000,25.1,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0036297,0.0026045,243.5000000,0.0149660,,0.0035756,0.0419843,41.8,MPG,,,,,1.3330982,0.9414781,-0.2809276,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,OC,Oxidation catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081659,MFR,Yes,PGMX91005157,18.2,6000,25.1,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0036297,0.0026045,243.5000000,0.0149660,,0.0035756,0.0419843,41.8,MPG,,,,,1.3330982,0.9414781,-0.2809276,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,DPF,Diesel Particulate Filter,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081659,MFR,Yes,PGMX91005157,18.2,6000,25.1,3,HWFE,19,Federal Cert Diesel 7-15 PPM Sulfur,HWY,0.0036297,0.0026045,243.5000000,0.0149660,,0.0035756,0.0419843,41.8,MPG,,,,,1.3330982,0.9414781,-0.2809276,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081660,MFR,Yes,PGMX10076087,20.1,6000,21.8,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0070680,0.3539370,417.2000000,0.0485610,0,0.0023560,,24.4,MPG,16.0000000,28.9000000,,,-7.9626900,-4.1416700,-1.6607600,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,DPF,Diesel Particulate Filter,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081660,MFR,Yes,PGMX10076087,20.1,6000,21.8,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0070680,0.3539370,417.2000000,0.0485610,0,0.0023560,,24.4,MPG,16.0000000,28.9000000,,,-7.9626900,-4.1416700,-1.6607600,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,OC,Oxidation catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081660,MFR,Yes,PGMX10076087,20.1,6000,21.8,90,US06,19,Federal Cert Diesel 7-15 PPM Sulfur,US06,0.0070680,0.3539370,417.2000000,0.0485610,0,0.0023560,,24.4,MPG,16.0000000,28.9000000,,,-7.9626900,-4.1416700,-1.6607600,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081661,MFR,Yes,PGMX91005155,20.1,6000,21.8,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0249447,0.0629084,352.2000000,0.0164240,0.0000172,0.0137427,0.0430107,28.9,MPG,25.2000000,29.9000000,30.1000000,,0.2522426,0.3330908,0.0154019,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,SCR,Selective Catalytic Reduction,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,SILVERADO 4WD,30KPPV1976,1,3.000,PGMXT03.0354,Truck,305,6,1,A,Automatic,10,Y,A,All Wheel Drive,2,Top gear ratio < 1,6000,3.23,21.6,1,Not eqipped,PGMX10081661,MFR,Yes,PGMX91005155,20.1,6000,21.8,2,CVS 75 and later (w/o can. load),19,Federal Cert Diesel 7-15 PPM Sulfur,FTP,0.0249447,0.0629084,352.2000000,0.0164240,0.0000172,0.0137427,0.0430107,28.9,MPG,25.2000000,29.9000000,30.1000000,,0.2522426,0.3330908,0.0154019,28.880,0.90080,0.02962,-10.430,0.65530,0.02641,OC,Oxidation catalyst,N,,,N,No averaging
